main-news,MSRpar,2012test,0,4.4,The problem likely will mean corrective changes before the shuttle fleet starts flying again.,He said the problem needs to be corrected before the space shuttle fleet is cleared to fly again.,,,,,,,,,,,
main-news,MSRpar,2012train,193,2,Allegiant shares rose $4or $17.2 percent,to $27.43 in Thursday morning trading on the Nasdaq Stock Market. Allegiant's stock closed Wednesday at $23.40up 64 cents in trading on the Nasdaq market.,,,,,,,,,,,
main-news,MSRpar,2012train,194,3.4,By state law 911 calls are not public information and were not released.,By law 911 calls are not public information in Rhode Island.,,,,,,,,,,,
main-news,MSRpar,2012train,195,1.4,The ADRs fell 10 cents to $28.95 at 10:06 a.m. in New York Stock Exchange composite trading today.,Shares of Fox Entertainment Group Inc. News Corp.'s U.S. media and entertainment arm fell 45 cents to $26.85 in New York Stock Exchange composite trading.,,,,,,,,,,,
main-news,MSRpar,2012train,198,3.4,Bremer said one initiative is to launch a $70 million nationwide program in the next two weeks to clean up neighborhoods and build community projects.,Bremer said he would launch a $70-million program in the next two weeks to clean up neighborhoods across Iraq and build community projects but gave no details.,,,,,,,,,,,
main-news,MSRpar,2012train,203,2.4,The Nasdaq composite index added 30.46 points or 2 percent to 1520.15.,The Nasdaq had a weekly gain of 17.27 or 1.2 percent closing at 1520.15 after gaining 30.46 yesterday.,,,,,,,,,,,
main-news,MSRpar,2012train,204,2.6,The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.,The British Foreign Office said it had mediated the two men's release.,,,,,,,,,,,
main-news,MSRpar,2012train,205,2.8,Wal-Mart estimates more than 100 million Americans visit their stores every week.,Each week 138 million shoppers visit Wal-Mart's 4 750 stores.,,,,,,,,,,,
main-news,MSRpar,2012train,207,3.2,Added Mr. Prodi: Maybe but the old age helps us to understand our strengths and our weakness.,Maybe but the old age helps us to understand our strength and our weakness and the reality of the world.,,,,,,,,,,,
main-news,MSRpar,2012train,208,2.4,I am proud that I stood against Richard Nixon not with him Kerry said.,I marched in the streets against Richard Nixon and the Vietnam War she said.,,,,,,,,,,,
main-news,MSRpar,2012train,210,3.25,"Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.","In late-morning trading on the Nasdaq Stock Market, Corixa was up 74 cents, or 10%, at $7.94.",,,,,,,,,,,
main-news,MSRpar,2012train,212,2.75,"Spokesmen for the FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on El Shukrijumah's stay in Canada.","The FBI, CIA, Canadian Security Intelligence Service and Royal Canadian Mounted Police declined to comment on the Washington Times report.",,,,,,,,,,,
main-news,MSRpar,2012train,213,4,This has been a persistent problem that has not been solved investigation board member Steven Wallace said.,This was a persistent problem which has not been solved mechanically and physically said board member Steven Wallace.,,,,,,,,,,,
main-news,MSRpar,2012train,215,3.6,Americans don't cut and run we have to see this misadventure through she said.,She also pledged to bring peace to Iraq: Americans don't cut and run we have to see this misadventure through.,,,,,,,,,,,
main-news,MSRpar,2012train,217,3.8,There is no doubt about the chemical programme biological programme indeed nuclear programme indeed all that was documented by the UN he said.,He added: There is no doubt about the chemical programme the biological programme and indeed the nuclear weapons programme.,,,,,,,,,,,
main-news,MSRpar,2012train,220,4.6,Ridge said no real explosives or harmful devices will be used in the exercise.,Ridge said that no actual explosives or other harmful substances will be used.,,,,,,,,,,,
main-news,MSRpar,2012train,222,3.25,This is America my friends and it should not happen here he said to loud applause.,"This is America my friends	and it should not happen here.	",,,,,,,,,,,
main-news,MSRpar,2012train,226,3.75,On May 1 he crawled through a narrow winding canyon rappelled down a 60-foot cliff and walked some six miles down the canyon.,He crawled through a narrow winding canyon rappelled down a 60-foot cliff and walked some six miles down the canyon near Canyonlands National Park in southeastern Utah.,,,,,,,,,,,
main-news,MSRpar,2012train,227,4,Amnesty International has said that over the past 20 years it has collected information about 17000 disappearances in Iraq but the actual figure may be much higher., Amnesty International said that over the past 20 years it had collected information about 17000 disappearances in Iraq.,,,,,,,,,,,
main-news,MSRpar,2012train,229,3.75,Texas Instruments climbed $1.37 to $19.25 yesterday and Novellus Systems Inc. advanced $1.76 to $36.31.,Texas Instruments climbed $US1.37 to $US19.25 and Novellus Systems advanced $US1.76 to $US36.31 each having been raised to overweight by Lehman.,,,,,,,,,,,
main-news,MSRpar,2012train,230,3.455,She asked to be excused from last week's Cabinet session to prepare for a meeting with the presidents of Rwanda and Uganda.,She took the highly unusual step of skipping cabinet to attend a meeting with the presidents of Rwanda and Uganda.,,,,,,,,,,,
main-news,MSRpar,2012train,233,4,In a mixture of ancient pagan and modern Christian rites the villagers have staged a series of ceremonies hoping to erase the misfortunes they believe have kept them poor.,In a mixture of ancient Melanesian pagan and modern Christian ceremonies the people tried again to erase the misfortunes they believe have kept them poor since that long-ago meal.,,,,,,,,,,,
main-news,MSRpar,2012train,234,2.5,The Dow Jones industrial average .DJI edged up 13.33 points or 0.15 percent to 9196.55.,The Dow Jones industrial average <.DJI> was off 7.75 points or 0.08 percent at 9175.47.,,,,,,,,,,,
main-news,MSRpar,2012train,235,0.25,Monkeypox is usually found only in central and western Africa.,Prairie dogs usually found in southwestern and western states arenƒ??t indigenous to Wisconsin.,,,,,,,,,,,
main-news,MSRpar,2012train,238,3.833,The film is the second of a trilogy which will wrap up in November with The Matrix Revolutions.,Reloaded is the second installment of a trilogy; The Matrix Revolutions is slated for debut in November.,,,,,,,,,,,
main-news,MSRpar,2012train,239,3.75,In addition the Justice Department said that the FBI has conducted ''fewer than 10'' investigations involving visits to mosques.,In addition fewer than 10 FBI offices have conducted investigations involving visits to Islamic mosques the Justice Department said.,,,,,,,,,,,
main-news,MSRpar,2012train,240,3.25,The launch coincides with the JavaOne developers' conference in San Francisco this week.,The news also comes in conjunction with Suns annual JavaOne developers conference in San Francisco.,,,,,,,,,,,
main-news,MSRpar,2012train,241,2.75,A Royal Duty is based on his experiences with Diana Princess of Wales and letters allegedly to and from her.,The royal household was bracing itself for any more revelations in A Royal Duty based on the former servantƒ??s time with Diana Princess of Wales.,,,,,,,,,,,
main-news,MSRpar,2012train,242,3,The army said the raid which comes just days after Israeli troops shot and killed Abdullah Kawasme,the Hamas leader in the city targeted militants in Hamas.The arrests came just days after Israeli troops shot and killed Abdullah Kawasme the militant group's leader in Hebron.,,,,,,,,,,,
main-news,MSRpar,2012train,244,3.2,SARS went on to claim the lives of 44 people in the Toronto area including two nurses and a doctor.,The virus killed 44 people in the Toronto area including one doctor and two nurses.,,,,,,,,,,,
main-news,MSRpar,2012train,245,4.6,Apple Computer's new online music service sold more than 1 million songs during its first week of operation the company said Monday.,Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.,,,,,,,,,,,
main-news,MSRpar,2012train,246,3.6,He had been arrested twice before for trespassing and barred from the complex - home to his mother and two children.,He had been arrested twice before for trespassing and was barred from the complex.,,,,,,,,,,,
main-news,MSRpar,2012train,247,4.4,Oracle Corp's Chairman and CEO Larry Ellison didn't rule out sweetening the company's unsolicited offer to acquire rival PeopleSoft Inc.,Oracle chairman Larry Ellison has hinted that the company could yet again increase its offer for rival PeopleSoft.,,,,,,,,,,,
main-news,MSRpar,2012train,249,4.056,The Portuguese weather service said Europe's heatwave was caused by a mass of hot dry air moving from the southeast.,The heatwave was due to a mass of hot dry air from the southeast said Mario Almeida of Portugal's weather service.,,,,,,,,,,,
main-news,MSRpar,2012train,250,3.5,Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant they announced at a press conference yesterday.,Spending taxpayer dollars to create terrorism betting parlors is as wasteful as it is repugnant Wyden and Dorgan said Monday in a letter to the Pentagon.,,,,,,,,,,,
main-news,MSRpar,2012train,251,5,"Still, the somewhat ambiguous ruling might be a setback for Static Control depending on how it developed its competing product Merrill Lynch analyst Steven Milunovich said.",But Merrill Lynch analyst Steven Milunovich said the somewhat ambiguous ruling by regulators might be a setback for Static Control depending on how it developed its competing product.,,,,,,,,,,,
main-news,MSRpar,2012train,254,4,The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.,The arm was kept in a separate room but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.,,,,,,,,,,,
main-news,MSRpar,2012train,255,4,That triggered a 47-hour police standoff that inconvenienced thousands of commuters as traffic backed up in Downtown Washington and northern Virginia.,His protest led to a 47-hour standoff with police that caused huge traffic jams in downtown Washington and northern Virginia.,,,,,,,,,,,
